,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,_Entire home/apt,_Private room,_Shared room
45,40.65944,-73.96238,5.017279836814924,29,11,0.49,1,95,True,False,False
46,40.74771,-73.9474,4.875197323201151,3,248,2.25,1,215,False,True,False
47,40.68111,-73.95591,4.709530201312334,7,61,0.52,1,265,True,False,False
48,40.68554,-73.9409,4.7535901911063645,3,11,0.1,1,0,True,False,False
49,40.69142,-73.97376,4.394449154672439,3,135,1.16,2,192,False,True,False
50,40.68043,-73.93934,4.394449154672439,1,112,1.01,3,251,False,True,False
51,40.78635,-73.97008,5.0238805208462765,2,73,0.63,1,302,True,False,False
52,40.7042,-73.9356,5.43372200355424,3,82,0.7,1,140,True,False,False
53,40.73506,-73.95392,4.976733742420574,2,328,2.82,1,234,True,False,False
54,40.73961,-73.98074,5.303304908059076,7,19,0.22,1,257,True,False,False
55,40.70881,-73.9593,5.017279836814924,30,105,0.9,1,30,True,False,False
56,40.72004,-73.99104,4.709530201312334,5,19,0.17,1,301,False,True,False
57,40.75531,-73.99293,4.248495242049359,2,289,2.49,2,294,False,True,False
58,40.72401,-73.93788,3.912023005428146,4,138,1.19,3,320,False,True,False
59,40.7221,-73.99775,5.198497031265826,30,21,0.3,1,154,True,False,False
60,40.71185,-73.96204,4.394449154672439,2,42,0.38,1,263,False,True,False
61,40.74623,-73.9953,5.929589143389895,180,5,0.12,1,180,True,False,False
62,40.77065,-73.95269,5.5254529391317835,2,66,0.57,2,231,True,False,False
63,40.67811,-73.96428,5.303304908059076,30,143,1.33,2,297,True,False,False
64,40.69,-73.96788,4.02535169073515,7,27,0.23,2,292,False,True,False
65,40.75979,-73.99119,3.970291913552122,30,191,1.65,1,191,False,True,False
66,40.67343,-73.98338,5.420534999272286,3,4,0.16,1,0,True,False,False
67,40.72649,-73.97904,4.394449154672439,1,338,4.72,2,72,False,True,False
68,40.70933,-73.96792,5.62040086571715,1,148,1.4,1,362,True,False,False
69,40.72298,-73.98474,4.605170185988092,1,106,1.26,2,336,False,True,False
70,40.80164,-73.93922,5.420534999272286,4,190,1.64,1,215,True,False,False
71,40.72162,-73.98008,5.442417710521793,9,49,0.43,1,116,True,False,False
72,40.76342,-73.98865,3.9512437185814275,7,23,0.43,1,88,False,True,False
73,40.83139,-73.94095,4.189654742026425,2,49,1.6,2,336,False,True,False
74,40.68346,-73.96374,4.663439094112067,2,105,0.92,1,304,False,True,False
75,40.72828,-73.98801,5.25227342804663,5,21,0.2,1,224,True,False,False
76,40.76865,-73.95058,5.303304908059076,1,142,1.5,1,322,False,True,False
77,40.75038,-73.90334,4.2626798770413155,30,25,0.22,1,324,False,True,False
78,40.6932,-73.97267,4.564348191467836,3,143,1.28,1,132,False,True,False
79,40.74138,-74.00197,5.017279836814924,3,167,1.65,1,295,False,True,False
80,40.71154,-73.96112,4.983606621708336,3,61,0.54,4,238,False,True,False
81,40.82915,-73.95136,4.709530201312334,31,54,0.49,1,209,True,False,False
82,40.71851,-73.98892,5.655991810819852,5,70,0.62,1,328,True,False,False
83,40.65401,-73.96323,4.875197323201151,6,16,0.15,1,38,True,False,False
84,40.7114,-73.98794,4.553876891600541,30,94,0.84,1,188,False,True,False
85,40.69723,-73.99268,6.68586094706836,1,25,0.24,1,7,True,False,False
86,40.71833,-73.95748,4.663439094112067,3,61,0.53,1,272,True,False,False
87,40.72334,-73.9844,4.110873864173311,3,194,1.73,1,26,False,True,False
88,40.72912,-73.98057,3.9318256327243257,1,2,0.05,1,0,False,True,False
89,40.71156,-73.96218,4.454347296253507,3,174,1.54,4,288,False,True,False
90,40.70032,-73.9383,4.189654742026425,4,24,0.28,1,317,False,True,False
91,40.68233,-73.97261,4.882801922586371,4,166,3.4,1,207,True,False,False
92,40.68634,-73.966,4.59511985013459,7,16,0.2,6,185,False,True,False
93,40.68035,-73.97162,5.5254529391317835,7,21,0.3,1,158,True,False,False
94,40.70984,-73.95775,4.61512051684126,5,168,1.57,1,0,True,False,False
95,40.70093,-73.92609,4.663439094112067,3,118,1.05,2,9,True,False,False
96,40.79764,-73.96177,4.948759890378168,3,81,0.71,1,198,True,False,False
97,40.82803,-73.94731,4.499809670330265,1,1,0.11,1,365,False,True,False
98,40.74008,-74.00271,4.59511985013459,30,30,0.27,2,364,False,True,False
99,40.68413,-73.92357,4.836281906951478,7,139,1.23,2,311,True,False,False
100,40.82279,-73.95139,4.110873864173311,3,11,0.87,3,219,False,True,False
101,40.67967,-74.00154,5.170483995038151,2,233,2.09,3,342,True,False,False
102,40.83927,-73.94281,4.189654742026425,2,68,0.6,1,312,False,True,False
103,40.73096,-74.00319,6.2166061010848646,4,46,0.55,2,243,True,False,False
104,40.71332,-73.94177,4.624972813284271,3,335,3.02,1,152,False,True,False
105,40.66941,-73.98109,5.3981627015177525,30,88,0.79,1,9,True,False,False
106,40.68373,-73.92377,4.836281906951478,90,162,1.46,2,137,True,False,False
107,40.71459,-73.94844,4.394449154672439,30,29,0.4,1,222,True,False,False
108,40.8092,-73.94421,4.61512051684126,2,170,1.61,1,346,False,True,False
109,40.68157,-73.98989,5.303304908059076,30,19,0.2,1,208,True,False,False
110,40.75527,-73.99291,4.0943445622221,2,334,3.0,2,279,False,True,False
111,40.68698,-73.96572,4.836281906951478,2,19,0.2,6,250,False,True,False
112,40.7288,-73.98192,4.948759890378168,7,12,0.13,1,164,True,False,False
113,40.66853,-73.98912,4.795790545596741,30,467,4.22,2,192,True,False,False
114,40.7254,-73.98157,5.860786223465865,2,7,0.06,4,298,True,False,False
115,40.74294,-73.98009,5.298317366548036,5,38,0.38,1,260,True,False,False
116,40.71942,-73.95748,5.786897381366708,3,324,3.01,1,107,True,False,False
117,40.77823,-73.97637,5.4638318050256105,6,27,0.27,1,199,True,False,False
118,40.72555,-73.97965,5.420534999272286,1,115,1.05,4,299,True,False,False
119,40.66831,-73.98604,4.605170185988092,2,354,3.2,3,20,False,True,False
120,40.82754,-73.94919,5.14166355650266,2,195,2.03,1,318,True,False,False
121,40.66499,-73.97925,5.993961427306569,2,16,0.24,2,216,True,False,False
122,40.77842,-73.97556,5.14166355650266,7,13,0.12,1,224,True,False,False
123,40.72245,-73.98527,4.61512051684126,4,25,0.23,1,0,True,False,False
124,40.65593,-73.96053,4.330733340286331,2,9,0.08,1,324,False,True,False
125,40.71923,-73.96468,4.51085950651685,1,9,0.08,1,245,False,True,False
126,40.778,-73.94822,5.017279836814924,5,21,0.19,1,189,True,False,False
127,40.85879,-73.93128,4.454347296253507,15,36,0.33,1,307,False,True,False
128,40.68332,-73.9547,4.2626798770413155,3,63,0.58,2,310,False,True,False
129,40.81618,-73.94894,4.795790545596741,3,155,1.42,3,213,True,False,False
130,40.68414,-73.96351,4.499809670330265,3,260,2.35,1,278,False,True,False
131,40.72392,-73.99143,5.225746673713202,5,73,0.66,1,209,True,False,False
132,40.73494,-73.9503,3.9318256327243257,3,193,1.86,1,0,False,True,False
133,40.71341,-73.98856,4.663439094112067,3,32,0.29,1,16,True,False,False
134,40.76754,-73.98399,4.875197323201151,2,50,0.45,3,234,False,True,False
135,40.73442,-74.00303,4.7535901911063645,29,26,0.25,1,12,True,False,False
136,40.63188,-73.93248,4.356708826689592,2,2,0.02,1,178,False,True,False
137,40.6873,-73.9634,4.343805421853684,2,426,3.89,3,275,False,True,False
138,40.68296,-73.93662,4.836281906951478,3,227,2.09,2,163,True,False,False
139,40.6863,-73.96765,4.912654885736052,4,84,0.77,3,365,False,True,False
140,40.73409,-73.95348,5.5254529391317835,29,3,0.03,1,34,True,False,False
141,40.71561,-73.94835,5.298317366548036,3,10,0.1,1,280,True,False,False
142,40.6857,-73.99183,4.948759890378168,2,4,0.04,1,0,True,False,False
143,40.74028,-73.83168,4.948759890378168,2,1,0.01,1,1,False,True,False
144,40.68281,-73.93524,4.7535901911063645,3,124,1.72,2,170,True,False,False
145,40.71596,-73.93938,5.081404364984463,3,11,0.11,1,188,True,False,False
146,40.71492,-73.95935,5.278114659230517,4,240,2.19,1,214,True,False,False
147,40.72354,-73.98295,5.278114659230517,3,30,0.28,1,248,True,False,False
148,40.71165,-73.96087,4.394449154672439,3,200,1.86,4,262,False,True,False
149,40.69101,-73.97312,3.8066624897703196,8,27,1.05,5,280,False,True,False
150,40.73474,-74.00101,5.056245805348308,4,79,0.74,1,307,False,True,False
151,40.67386,-73.96641,4.454347296253507,15,9,0.09,1,339,False,True,False
152,40.71536,-73.96057,4.836281906951478,3,155,1.61,1,1,False,True,False
153,40.6741,-73.96595,4.7535901911063645,15,4,0.05,1,269,True,False,False
154,40.79295,-73.93997,4.248495242049359,2,34,0.32,1,10,False,True,False
155,40.73226,-74.00401,5.420534999272286,45,134,1.24,1,312,True,False,False
156,40.71363,-73.96398,4.836281906951478,6,27,0.25,1,189,True,False,False
157,40.77711,-73.9527,5.393627546352362,4,126,1.16,2,290,True,False,False
158,40.68559,-73.98094,6.16541785423142,3,23,0.27,1,230,True,False,False
159,40.77456,-73.95323,4.605170185988092,1,234,2.6,2,164,True,False,False
160,40.71088,-73.95055,4.248495242049359,4,202,1.86,2,53,False,True,False
161,40.74559,-73.92313,4.382026634673881,30,28,0.26,1,126,False,True,False
162,40.68306,-73.94659,4.912654885736052,2,309,2.86,2,3,True,False,False
163,40.70207,-73.98571,5.5254529391317835,3,14,0.13,1,189,False,True,False
164,40.76123,-73.9642,5.5254529391317835,3,4,0.08,1,365,True,False,False
165,40.66858,-73.99083,5.5254529391317835,2,80,2.17,1,0,True,False,False
166,40.82704,-73.94907,4.394449154672439,3,2,0.04,1,0,True,False,False
167,40.68843,-73.96408,4.2626798770413155,2,294,3.47,3,336,False,True,False
168,40.6783,-74.00135,5.111987788356544,2,150,1.4,3,342,True,False,False
169,40.64524,-74.08088,4.2626798770413155,2,166,1.66,1,312,False,True,False
170,40.70641,-73.91765,3.9318256327243257,2,47,0.94,1,37,False,True,False
171,40.83232,-73.93184,3.713572066704308,1,219,2.04,3,353,False,True,False
172,40.71045,-73.9677,5.017279836814924,2,193,1.78,1,177,True,False,False
173,40.72518,-73.98034,4.836281906951478,1,84,0.78,4,310,False,True,False
174,40.70666,-74.01374,5.2832037287379885,3,114,1.06,1,0,True,False,False
175,40.69098,-73.97113,4.709530201312334,2,213,2.0,2,321,False,True,False
176,40.73756,-74.00405,5.14166355650266,3,86,0.8,1,246,True,False,False
177,40.81526,-73.94791,5.111987788356544,3,80,0.75,3,231,True,False,False
178,40.73423,-74.0046,5.017279836814924,26,38,0.36,1,225,True,False,False
179,40.82374,-73.9373,4.61512051684126,2,18,1.79,1,0,True,False,False
180,40.68863,-73.97691,4.189654742026425,2,206,1.92,2,0,False,True,False
181,40.70382,-73.89797,5.860786223465865,8,10,0.11,5,365,True,False,False
182,40.80549,-73.95924,4.605170185988092,4,122,1.18,2,233,False,True,False
183,40.71627,-73.9587,5.303304908059076,4,33,0.58,1,1,True,False,False
184,40.67994,-73.97863,5.017279836814924,5,52,0.5,1,18,True,False,False
185,40.67992,-73.9475,4.51085950651685,3,126,1.17,4,343,False,True,False
186,40.67868,-73.97307,4.795790545596741,3,51,0.48,3,250,False,True,False
187,40.76834,-73.95334,4.330733340286331,3,199,1.85,1,326,False,True,False
188,40.68237,-73.9415,5.170483995038151,26,30,0.29,1,364,True,False,False
189,40.74031,-73.99999,4.836281906951478,3,3,0.03,1,0,True,False,False
190,40.76307,-73.99665,5.62040086571715,1,41,0.38,1,299,True,False,False
191,40.71882,-73.98852,5.703782474656201,2,109,1.04,1,207,True,False,False
192,40.6693,-73.98804,4.912654885736052,5,151,1.43,3,162,True,False,False
194,40.72319,-73.99201,4.430816798843313,1,285,2.69,1,7,False,True,False
195,40.74859,-73.99671,4.820281565605037,1,375,3.52,1,328,False,True,False
196,40.67252,-73.76597,4.02535169073515,2,52,0.49,2,365,False,True,False
197,40.76244,-73.99271,5.278114659230517,5,10,1.01,1,0,True,False,False
198,40.69546,-73.93503,4.394449154672439,2,11,0.48,1,0,False,True,False
199,40.71722,-73.87856,4.59511985013459,30,33,0.31,5,240,True,False,False
200,40.70234,-73.89816,4.948759890378168,7,6,0.06,5,365,False,True,False
201,40.71546,-73.87854,5.583496308781699,7,38,0.38,5,365,True,False,False
202,40.7195,-73.95976,5.521460917862246,2,358,3.44,2,164,True,False,False
203,40.76548,-73.98474,4.663439094112067,6,10,0.09,1,363,False,False,True
205,40.6787,-73.97262,4.61512051684126,2,226,2.12,3,250,False,True,False
206,40.81035,-73.94598,4.804021044733257,1,104,1.0,5,247,True,False,False
207,40.83075,-73.93058,3.828641396489095,1,138,1.45,3,323,False,True,False
208,40.79958,-73.94275,4.61512051684126,5,204,1.92,1,192,False,True,False
209,40.71625,-73.93845,4.948759890378168,2,253,3.04,1,125,True,False,False
210,40.6829,-73.93549,4.276666119016055,2,23,0.22,1,91,False,True,False
211,40.72773,-73.99134,4.875197323201151,2,115,1.17,1,75,False,True,False
212,40.72861,-74.0049,5.298317366548036,5,129,1.22,1,286,True,False,False
213,40.70979,-73.95162,4.248495242049359,4,82,1.13,2,60,False,True,False
214,40.68656,-73.97525,4.23410650459726,3,37,0.35,1,0,False,True,False
215,40.72752,-73.98432,4.875197323201151,1,204,2.04,1,192,True,False,False
216,40.729,-73.95829,5.278114659230517,2,69,0.65,1,58,True,False,False
217,40.81219,-73.94499,4.174387269895637,1,192,1.84,5,245,False,True,False
218,40.77185,-73.90502,4.948759890378168,2,17,0.16,1,292,True,False,False
219,40.68926,-73.99386,5.075173815233827,2,222,2.12,1,279,True,False,False
220,40.72821,-73.98701,5.247024072160486,3,205,1.96,1,0,True,False,False
221,40.7672,-73.98508,5.5254529391317835,3,94,0.96,1,3,True,False,False
222,40.73012,-73.99053,5.480638923341991,3,7,0.07,1,351,True,False,False
223,40.7403,-73.98498,5.723585101952381,2,108,1.09,1,201,True,False,False
224,40.80931,-73.94343,5.049856007249537,3,222,2.1,2,232,True,False,False
225,40.8251,-73.94287,4.110873864173311,1,458,4.58,2,258,False,True,False
226,40.6585,-73.98397,4.912654885736052,2,21,0.26,1,272,False,True,False
227,40.76193,-73.9501,4.795790545596741,7,17,0.3,1,341,False,True,False
228,40.72052,-73.98589,5.017279836814924,3,41,0.39,1,244,True,False,False
229,40.70411,-73.89934,4.948759890378168,14,1,0.01,5,365,True,False,False
230,40.73401,-73.95967,4.912654885736052,2,69,0.67,1,12,True,False,False
231,40.71756,-73.99503,5.5254529391317835,4,18,0.18,2,265,True,False,False
232,40.7589,-73.96991,5.5254529391317835,30,82,0.78,1,0,True,False,False
233,40.72003,-74.00262,6.2166061010848646,4,94,0.99,1,329,True,False,False
234,40.73194,-73.99474,5.420534999272286,5,10,0.1,1,91,True,False,False
235,40.79163,-73.94573,4.836281906951478,28,183,1.83,2,365,True,False,False
236,40.8118,-73.94434,4.532599493153256,1,189,1.82,5,253,False,True,False
237,40.81583,-73.94707,5.170483995038151,2,1,0.11,1,365,False,True,False
238,40.72654,-73.98049,4.605170185988092,2,127,1.22,1,320,True,False,False
239,40.80021,-73.96071,5.278114659230517,4,4,0.04,1,0,True,False,False
240,40.80942,-73.93936,4.948759890378168,3,135,1.3,3,192,True,False,False
241,40.71961,-73.9954,4.912654885736052,2,21,0.2,1,0,True,False,False
242,40.74358,-74.00027,6.2166061010848646,2,35,0.34,1,348,True,False,False
243,40.80335,-73.9575,4.394449154672439,14,10,2.21,2,0,False,True,False
244,40.71445,-73.9908,4.795790545596741,4,171,1.8,2,353,False,True,False
245,40.75749,-73.96897,4.709530201312334,200,92,0.9,1,140,True,False,False
246,40.64446,-73.9503,4.189654742026425,3,238,2.3,1,2,True,False,False
247,40.7268,-73.99079,4.875197323201151,50,56,0.58,1,56,True,False,False
248,40.688,-73.9171,4.605170185988092,3,111,2.13,1,68,True,False,False
249,40.63536,-74.08537,3.6109179126442243,2,193,1.85,6,360,False,True,False
250,40.63627,-74.08543,3.6375861597263857,2,147,1.44,6,0,False,True,False
251,40.63518,-74.08546,3.6375861597263857,2,177,1.71,6,320,False,True,False
252,40.72477,-73.98161,5.170483995038151,3,185,1.78,2,326,True,False,False
253,40.74238,-73.99567,5.327876168789581,9,62,0.7,2,76,True,False,False
254,40.72945,-73.95511,5.655991810819852,3,124,1.22,3,279,True,False,False
255,40.70763,-73.95177,4.0943445622221,2,181,1.77,2,15,False,True,False
256,40.63481,-74.08519,3.6109179126442243,2,333,3.19,6,340,False,True,False
257,40.75384,-73.91433,4.605170185988092,5,441,4.5,1,226,True,False,False
258,40.64106,-73.97426,3.6888794541139363,1,45,0.46,2,365,False,True,False
259,40.66793,-73.98327,4.110873864173311,14,9,0.09,2,0,False,True,False
261,40.88057,-73.83572,4.663439094112067,2,38,0.5,13,365,True,False,False
262,40.68236,-73.94314,4.912654885736052,2,248,2.39,2,11,True,False,False
263,40.72185,-73.98246,5.968707559985366,5,143,1.38,2,316,True,False,False
264,40.68503,-73.95385,4.2626798770413155,3,36,0.41,4,281,False,True,False
266,40.7069,-73.95467,4.110873864173311,17,14,0.14,4,362,False,True,False
268,40.6778,-73.94339,4.61512051684126,3,279,2.69,1,301,False,True,False
269,40.68317,-73.94701,4.2626798770413155,4,18,0.22,4,189,False,True,False
270,40.6761,-73.9529,4.709530201312334,6,50,3.55,1,0,False,True,False
271,40.67586,-73.95155,4.110873864173311,2,227,2.27,2,287,False,True,False
272,40.71702,-73.99811,4.51085950651685,14,1,0.16,1,14,True,False,False
273,40.72321,-73.98157,4.23410650459726,2,203,1.96,2,86,False,True,False
274,40.77956,-73.98098,4.7535901911063645,2,210,2.1,1,261,True,False,False
275,40.68276,-73.95264,4.330733340286331,5,64,0.67,1,68,False,True,False
277,40.72956,-73.98158,4.867534450455582,7,5,0.15,1,231,True,False,False
278,40.71069,-73.95175,4.875197323201151,10,49,0.48,1,152,True,False,False
279,40.70863,-73.94641,4.564348191467836,4,132,1.27,1,46,True,False,False
280,40.82888,-73.94307,4.330733340286331,3,20,0.26,1,364,False,True,False
281,40.67319,-73.97323,5.170483995038151,2,11,0.11,1,246,True,False,False
282,40.67846,-73.99443,5.25227342804663,3,51,0.57,1,288,True,False,False
283,40.6715,-73.94808,3.912023005428146,21,15,0.15,5,331,False,True,False
284,40.72681,-73.98534,5.3612921657094255,3,67,1.31,1,51,True,False,False
285,40.71904,-73.99392,4.564348191467836,1,109,1.11,3,364,False,True,False
286,40.71031,-73.9583,4.948759890378168,2,9,0.11,1,254,True,False,False
287,40.81322,-73.95306,4.912654885736052,6,187,1.87,1,189,True,False,False
288,40.67732,-73.98225,5.017279836814924,2,214,2.08,2,263,True,False,False
289,40.68076,-73.9896,5.25227342804663,3,69,0.79,2,258,True,False,False
290,40.79603,-73.94903,4.8283137373023015,28,22,0.26,1,103,True,False,False
291,40.71492,-73.96282,4.912654885736052,30,56,0.56,1,42,True,False,False
292,40.80393,-73.95838,4.812184355372417,3,93,0.93,1,246,False,True,False
293,40.80082,-73.9652,4.700480365792417,1,104,1.05,2,364,False,True,False
294,40.82976,-73.94867,4.454347296253507,30,64,0.68,1,318,False,True,False
295,40.683,-73.91981,4.983606621708336,3,127,1.25,2,72,True,False,False
296,40.78971,-73.9729,5.278114659230517,11,30,0.32,1,249,True,False,False
297,40.67817,-73.99495,5.5254529391317835,2,106,1.34,3,272,True,False,False
298,40.73119,-73.95578,4.836281906951478,3,6,0.1,1,325,False,True,False
299,40.71943,-73.99627,6.3561076606958915,2,191,1.88,1,298,True,False,False
300,40.78,-73.98249,5.017279836814924,30,48,0.55,1,35,True,False,False
301,40.70514,-73.91922,4.2626798770413155,5,47,0.49,1,203,False,True,False
302,40.86713,-73.92811,4.51085950651685,2,120,1.27,1,132,False,True,False
303,40.73198,-73.98881,4.189654742026425,3,52,0.63,1,5,False,True,False
304,40.72542,-73.97986,6.2166061010848646,2,48,0.48,4,297,True,False,False
305,40.83494,-73.93869,5.5254529391317835,3,32,0.43,2,276,True,False,False
306,40.71659,-73.98945,4.836281906951478,25,43,0.42,1,102,True,False,False
307,40.72966,-74.00243,5.303304908059076,30,39,0.44,1,251,True,False,False
308,40.72898,-73.95552,5.438079308923196,1,50,0.5,1,188,True,False,False
309,40.87207,-73.90193,4.51085950651685,30,4,0.35,2,346,True,False,False
310,40.77728,-73.97818,4.709530201312334,13,38,0.39,1,0,True,False,False
311,40.72646,-73.95341,4.0943445622221,3,29,0.36,1,15,False,True,False
312,40.71015,-73.96101,5.278114659230517,4,59,0.6,1,71,True,False,False
313,40.71903,-73.9597,5.135798437050262,1,68,0.67,2,215,True,False,False
314,40.80892,-73.93985,4.736198448394496,14,26,0.27,3,253,True,False,False
315,40.80276,-73.9567,5.5254529391317835,14,31,0.31,1,78,True,False,False
316,40.77635,-73.93426,4.7535901911063645,2,198,2.01,1,257,True,False,False
317,40.72488,-73.95018,4.02535169073515,2,1,0.01,1,0,False,True,False
318,40.71398,-73.95763,4.248495242049359,2,220,2.17,2,8,False,True,False
319,40.71876,-73.98394,5.017279836814924,3,286,2.81,1,191,True,False,False
320,40.66552,-73.99019,5.135798437050262,2,398,3.97,3,182,True,False,False
321,40.73749,-73.95292,5.19295685089021,3,36,0.36,28,79,False,True,False
322,40.76248,-73.9913,5.017279836814924,3,36,0.36,1,49,False,True,False
323,40.68674,-73.98876,4.912654885736052,4,6,0.1,1,0,True,False,False
324,40.6848,-73.96219,5.860786223465865,6,14,0.3,1,156,True,False,False
325,40.70516,-73.95455,4.795790545596741,14,76,0.76,6,343,False,True,False
326,40.72329,-73.98486,4.276666119016055,2,182,1.81,1,200,False,True,False
327,40.73776,-73.95327,5.857933154483459,3,8,0.09,28,60,False,True,False
328,40.73738,-73.95482,5.857933154483459,3,7,0.07,28,60,False,True,False
329,40.67542,-73.98142,5.111987788356544,30,34,0.51,2,189,True,False,False
330,40.73842,-73.95312,5.521460917862246,3,2,0.02,28,60,False,True,False
331,40.6926,-73.99832,4.61512051684126,3,66,0.68,2,0,False,True,False
332,40.69441,-73.99771,5.303304908059076,3,80,0.85,2,106,True,False,False
333,40.72399,-73.98374,5.135798437050262,4,240,2.4,1,276,True,False,False
334,40.6824,-73.94615,5.225746673713202,3,46,1.07,1,248,True,False,False
335,40.68949,-73.91708,4.189654742026425,2,228,2.27,1,194,True,False,False
336,40.68819,-73.97258,4.875197323201151,35,5,0.05,1,135,True,False,False
337,40.7205,-73.96015,5.298317366548036,30,8,0.11,1,30,True,False,False
338,40.72451,-73.98094,5.420534999272286,2,33,0.33,1,0,True,False,False
339,40.73813,-73.95394,5.19295685089021,3,13,0.14,28,81,False,True,False
340,40.67591,-73.94715,5.017279836814924,5,5,0.05,1,0,True,False,False
341,40.72843,-73.98895,4.941642422609304,1,388,3.88,1,142,True,False,False
342,40.71271,-73.99776,4.564348191467836,3,223,2.22,2,60,False,True,False
343,40.66966,-73.94735,4.382026634673881,15,11,0.11,5,179,True,False,False
344,40.71965,-73.98766,5.017279836814924,2,151,1.51,2,52,True,False,False
346,40.68048,-73.94911,4.51085950651685,3,218,2.26,4,324,True,False,False
347,40.68314,-73.93963,4.795790545596741,2,75,0.76,2,237,True,False,False
348,40.75961,-73.91117,4.394449154672439,1,42,1.21,2,365,False,True,False
350,40.69305,-73.93185,5.170483995038151,2,370,3.74,1,204,True,False,False
351,40.67174,-73.95663,4.795790545596741,5,104,1.04,1,272,True,False,False
352,40.71055,-73.95098,4.948759890378168,7,13,0.13,1,0,True,False,False
353,40.69465,-73.95458,5.303304908059076,5,4,0.07,1,9,True,False,False
354,40.68413,-73.96542,5.111987788356544,4,11,0.11,3,365,False,True,False
355,40.73877,-73.97707,4.836281906951478,4,1,0.01,3,181,True,False,False
356,40.74893,-73.99544,4.875197323201151,30,19,0.19,1,189,True,False,False
357,40.79406,-73.94102,4.189654742026425,7,131,1.31,2,0,False,False,True
358,40.68795,-73.97332,4.820281565605037,30,15,0.15,1,189,True,False,False
359,40.85295,-73.93361,4.219507705176107,2,136,1.37,1,296,False,True,False
360,40.72413,-73.76133,3.9318256327243257,1,43,0.45,1,88,False,True,False
361,40.66918,-73.99187,4.875197323201151,7,98,0.99,1,35,True,False,False
362,40.71125,-73.95613,4.61512051684126,3,31,0.31,1,0,False,True,False
363,40.78558,-73.9696,5.3612921657094255,21,45,0.46,1,35,True,False,False
364,40.71577,-73.96053,5.25227342804663,3,124,1.76,1,359,True,False,False
365,40.73861,-73.95485,6.396929655216146,3,9,0.09,28,60,False,True,False
366,40.72577,-73.98745,5.521460917862246,5,166,1.68,2,365,True,False,False
